order_year,order_month,category,category_revenue,monthly_total_revenue,category_revenue_share
2022,1,home_garden,13808.601999999999,181424.335,0.07611218197382397
2022,1,toys,25810.319499999998,181424.335,0.142264925485327
2022,1,books,24270.786999999997,181424.335,0.13377911513358998
2022,1,sports,26715.853499999994,181424.335,0.1472561743164168
2022,1,clothing,18861.557500000003,181424.335,0.10396376814609795
2022,1,electronics,20840.308999999997,181424.335,0.11487052715392342
2022,1,beauty,19300.39,181424.335,0.10638258643748096
2022,1,,9171.759999999998,181424.335,0.05055418833421657
2022,1,food_drink,22644.756499999996,181424.335,0.12481653301912335
2022,2,beauty,18432.167500000003,177564.62350000002,0.10380540412093968
2022,2,electronics,31646.019,177564.62350000002,0.17822254442479077
2022,2,sports,23284.146500000003,177564.62350000002,0.13113054864782794
2022,2,,3466.3955,177564.62350000002,0.019521881282844607
2022,2,books,15532.45,177564.62350000002,0.08747491304201142
2022,2,clothing,19593.534500000005,177564.62350000002,0.11034593554610839
2022,2,food_drink,22528.274499999996,177564.62350000002,0.12687366467454028
2022,2,toys,26763.155000000006,177564.62350000002,0.1507234632240808
2022,2,home_garden,16318.480999999998,177564.62350000002,0.09190164503685609
2022,3,toys,14042.303000000002,192735.21799999996,0.07285800252655436
2022,3,,1492.153,192735.21799999996,0.007741984134938952
2022,3,books,28386.903999999995,192735.21799999996,0.14728446775098467
2022,3,electronics,20684.835999999996,192735.21799999996,0.10732255482233662
2022,3,food_drink,28228.865999999998,192735.21799999996,0.1464644930642619
2022,3,sports,41997.168999999994,192735.21799999996,0.21790085608536786
2022,3,home_garden,20239.523999999998,192735.21799999996,0.10501206894113146
2022,3,clothing,18095.7665,192735.21799999996,0.09388925743711253
2022,3,beauty,19567.6965,192735.21799999996,0.10152631523731175
2022,4,sports,31117.3475,244801.71600000001,0.1271124565973222
2022,4,clothing,26240.164999999997,244801.71600000001,0.10718946512613496
2022,4,beauty,37584.71950000001,244801.71600000001,0.15353127467456154
2022,4,electronics,22173.005999999994,244801.71600000001,0.09057536998637702
2022,4,toys,36945.11249999999,244801.71600000001,0.1509185192966539
2022,4,home_garden,30966.384500000004,244801.71600000001,0.12649578199852163
2022,4,books,33652.790499999996,244801.71600000001,0.13746958579326296
2022,4,food_drink,20514.7785,244801.71600000001,0.08380161232203127
2022,4,,5607.411999999999,244801.71600000001,0.02290593420513441
2022,5,electronics,15757.630000000001,149563.487,0.10535746602377626
2022,5,food_drink,16652.136500000004,149563.487,0.11133824728223944
2022,5,books,16253.903999999999,149563.487,0.1086756154595406
2022,5,home_garden,17171.8,149563.487,0.1148127818121812
2022,5,clothing,27995.500000000004,149563.487,0.18718138070691012
2022,5,beauty,18198.0995,149563.487,0.12167474739339289
2022,5,toys,15012.981500000002,149563.487,0.10037865391571141
2022,5,sports,19203.2175,149563.487,0.12839509084192455
2022,5,,3318.218,149563.487,0.02218601656432362
2022,6,electronics,25246.0315,203547.602,0.12403011016558181
2022,6,clothing,28341.67550000001,203547.602,0.1392385624862336
2022,6,food_drink,20079.718,203547.602,0.09864875735553985
2022,6,sports,21548.659000000003,203547.602,0.10586545254411792
2022,6,toys,22994.310499999996,203547.602,0.11296772977949401
2022,6,home_garden,30235.4305,203547.602,0.148542307563024
2022,6,books,30718.365,203547.602,0.15091489508188852
2022,6,,1988.056,203547.602,0.009767032283681731
2022,6,beauty,22395.356,203547.602,0.11002515274043856
2022,7,home_garden,17085.6905,179455.6915,0.09520840691753708
2022,7,books,14506.553,179455.6915,0.08083640523599665
2022,7,electronics,24801.969999999998,179455.6915,0.13820665030286877
2022,7,toys,14689.1155,179455.6915,0.08185371763480681
2022,7,,7744.7805,179455.6915,0.04315706253317689
2022,7,beauty,24017.863500000003,179455.6915,0.13383729041550071
2022,7,sports,30049.550499999998,179455.6915,0.16744830018389248
2022,7,clothing,21625.3575,179455.6915,0.1205052752534182
2022,7,food_drink,24934.810499999996,179455.6915,0.13894689152280243
2022,8,books,25527.096,181045.46349999998,0.14099826367646048
2022,8,home_garden,23690.257,181045.46349999998,0.13085253030932753
2022,8,sports,21626.0595,181045.46349999998,0.1194509880663207
2022,8,beauty,26240.888999999996,181045.46349999998,0.14494088110636363
2022,8,food_drink,13212.907499999998,181045.46349999998,0.07298115757537332
2022,8,toys,31603.529000000002,181045.46349999998,0.17456128636992888
2022,8,clothing,19118.591499999995,181045.46349999998,0.1056010525223682
2022,8,,2321.1005,181045.46349999998,0.012820539411085548
2022,8,electronics,17705.0335,181045.46349999998,0.09779330096277172
2022,9,books,21539.111999999997,159542.53849999997,0.1350054487192455
2022,9,food_drink,19536.909,159542.53849999997,0.12245579883386401
2022,9,beauty,23797.967500000002,159542.53849999997,0.14916377615490936
2022,9,clothing,16283.0905,159542.53849999997,0.1020611220875115
2022,9,home_garden,21587.488999999998,159542.53849999997,0.13530867192513676
2022,9,toys,25903.512499999993,159542.53849999997,0.16236116551448754
2022,9,sports,7097.9265000000005,159542.53849999997,0.04448924134424501
2022,9,,6386.683499999999,159542.53849999997,0.040031226530847765
2022,9,electronics,17409.848,159542.53849999997,0.10912354888975272
2022,10,,1347.6555000000003,186970.54499999998,0.007207849236359665
2022,10,food_drink,15938.5075,186970.54499999998,0.08524608782629371
2022,10,electronics,26348.398499999996,186970.54499999998,0.14092272395098382
2022,10,sports,15415.971,186970.54499999998,0.08245133478110149
2022,10,home_garden,33079.8775,186970.54499999998,0.17692560879041136
2022,10,clothing,23508.365999999998,186970.54499999998,0.12573299179290515
2022,10,books,17553.1195,186970.54499999998,0.09388173682651459
2022,10,beauty,25243.4365,186970.54499999998,0.1350129053750151
2022,10,toys,28535.213000000003,186970.54499999998,0.15261876142041522
2022,11,toys,34602.52399999999,243000.506,0.1423969215932414
2022,11,books,34951.614,243000.506,0.14383350296398148
2022,11,sports,30642.93799999999,243000.506,0.1261023629308821
2022,11,food_drink,27380.922499999997,243000.506,0.11267845878477306
2022,11,,828.444,243000.506,0.0034092274688514433
2022,11,clothing,23366.383,243000.506,0.09615775450278281
2022,11,beauty,30075.6845,243000.506,0.12376799124854497
2022,11,electronics,22171.3015,243000.506,0.09123973387940189
2022,11,home_garden,38980.694500000005,243000.506,0.1604140466275408
2022,12,toys,27501.5665,191122.72650000002,0.1438947999729378
2022,12,electronics,26619.210500000005,191122.72650000002,0.1392781014977829
2022,12,books,14365.743500000002,191122.72650000002,0.07516501968697062
2022,12,food_drink,22498.258,191122.72650000002,0.11771628843940754
2022,12,beauty,17446.771500000003,191122.72650000002,0.09128569804072988
2022,12,sports,22157.5165,191122.72650000002,0.11593344708798929
2022,12,clothing,26776.492500000008,191122.72650000002,0.14010103869044588
2022,12,home_garden,30415.5955,191122.72650000002,0.15914169945665774
2022,12,,3341.5720000000006,191122.72650000002,0.017483907127078372
2023,1,sports,20331.552,178422.23549999998,0.113951895866701
2023,1,clothing,14456.428,178422.23549999998,0.08102369057022604
2023,1,home_garden,23837.7935,178422.23549999998,0.13360326661751754
2023,1,food_drink,26843.418,178422.23549999998,0.15044883797569056
2023,1,electronics,21184.395,178422.23549999998,0.11873181019526012
2023,1,beauty,27931.352,178422.23549999998,0.15654636274300016
2023,1,toys,24986.9625,178422.23549999998,0.14004399412426374
2023,1,,6426.343,178422.23549999998,0.03601761283839536
2023,1,books,12423.991499999998,178422.23549999998,0.06963252906894556
2023,2,clothing,19036.7925,208376.11649999997,0.09135784282648343
2023,2,home_garden,26208.098499999993,208376.11649999997,0.12577304414827212
